Valuation Date,Curve Name,Date,Value,Label
2015-03-18,USD-6ML,2015-09-21,0.023306959,6M
2015-03-18,USD-6ML,2016-03-21,0.028695991,1Y
2015-03-18,USD-6ML,2017-03-20,0.031441788,2Y
2015-03-18,USD-6ML,2020-03-20,0.030332687,5Y
2015-03-18,USD-6ML,2025-03-20,0.033692299,10Y
2015-03-17,USD-Disc,2015-03-18,0.021568835,1D
2015-03-17,USD-Disc,2015-04-22,0.021756557,1M
2015-03-17,USD-Disc,2015-09-23,0.024240716,6M
2015-03-17,USD-Disc,2016-03-23,0.026560373,1Y
2015-03-17,USD-Disc,2017-03-22,0.030312256,2Y
2015-03-17,USD-Disc,2020-03-23,0.029267998,5Y
2015-03-17,USD-Disc,2025-03-21,0.031234134,10Y
2015-03-17,USD-3ML,2015-06-19,0.023820638,3M
2015-03-17,USD-3ML,2016-03-21,0.025666597,1Y
2015-03-17,USD-3ML,2017-03-20,0.027700796,2Y
2015-03-17,USD-3ML,2020-03-19,0.028326501,5Y
2015-03-17,USD-3ML,2025-03-19,0.030413986,10Y
2015-03-17,USD-6ML,2015-09-21,0.022859311,6M
2015-03-17,USD-6ML,2016-03-21,0.028858983,1Y
2015-03-17,USD-6ML,2017-03-20,0.031554447,2Y
2015-03-17,USD-6ML,2020-03-19,0.029701055,5Y
2015-03-17,USD-6ML,2025-03-19,0.034015244,10Y
2015-03-16,USD-Disc,2015-03-17,0.021731048,1D
2015-03-16,USD-Disc,2015-04-22,0.022087806,1M
2015-03-16,USD-Disc,2015-09-22,0.024685634,6M
2015-03-16,USD-Disc,2016-03-22,0.026957245,1Y
2015-03-16,USD-Disc,2017-03-22,0.029805828,2Y
2015-03-16,USD-Disc,2020-03-20,0.028988629,5Y
2015-03-16,USD-Disc,2025-03-20,0.031061519,10Y
2015-03-16,USD-3ML,2015-06-18,0.023841802,3M
2015-03-16,USD-3ML,2016-03-18,0.026064587,1Y
2015-03-16,USD-3ML,2017-03-20,0.027309657,2Y
2015-03-16,USD-3ML,2020-03-18,0.028551642,5Y
2015-03-16,USD-3ML,2025-03-18,0.030289571,10Y
2015-03-16,USD-6ML,2015-09-18,0.022651252,6M
2015-03-16,USD-6ML,2016-03-18,0.028993154,1Y
2015-03-16,USD-6ML,2017-03-20,0.031459554,2Y
2015-03-16,USD-6ML,2020-03-18,0.029434273,5Y
2015-03-16,USD-6ML,2025-03-18,0.033820057,10Y
2015-03-13,USD-Disc,2015-03-16,0.022234579,1D
2015-03-13,USD-Disc,2015-04-21,0.022578934,1M
2015-03-13,USD-Disc,2015-09-21,0.02425446,6M
2015-03-13,USD-Disc,2016-03-21,0.027352088,1Y
2015-03-13,USD-Disc,2017-03-21,0.029840638,2Y
2015-03-13,USD-Disc,2020-03-19,0.028830651,5Y
2015-03-13,USD-Disc,2025-03-19,0.03104219,10Y
2015-03-13,USD-3ML,2015-06-17,0.023416481,3M
2015-03-13,USD-3ML,2016-03-17,0.025724963,1Y
2015-03-13,USD-3ML,2017-03-17,0.027089089,2Y
2015-03-13,USD-3ML,2020-03-17,0.028481703,5Y
2015-03-13,USD-3ML,2025-03-17,0.029821013,10Y
2015-03-13,USD-6ML,2015-09-17,0.022772536,6M
2015-03-13,USD-6ML,2016-03-17,0.028507046,1Y
2015-03-13,USD-6ML,2017-03-17,0.030848266,2Y
2015-03-13,USD-6ML,2020-03-17,0.029253434,5Y
2015-03-13,USD-6ML,2025-03-17,0.033029099,10Y
2015-03-12,USD-Disc,2015-03-13,0.021736117,1D
2015-03-12,USD-Disc,2015-04-20,0.022117477,1M
2015-03-12,USD-Disc,2015-09-18,0.02470225,6M
2015-03-12,USD-Disc,2016-03-18,0.026872864,1Y
2015-03-12,USD-Disc,2017-03-20,0.030118146,2Y
2015-03-12,USD-Disc,2020-03-18,0.028386061,5Y
2015-03-12,USD-Disc,2025-03-19,0.030857461,10Y
2015-03-12,USD-3ML,2015-06-16,0.023807536,3M
2015-03-12,USD-3ML,2016-03-16,0.025508669,1Y
2015-03-12,USD-3ML,2017-03-16,0.027051054,2Y
2015-03-12,USD-3ML,2020-03-16,0.028526998,5Y
2015-03-12,USD-3ML,2025-03-17,0.029514953,10Y
2015-03-12,USD-6ML,2015-09-16,0.02326361,6M
2015-03-12,USD-6ML,2016-03-16,0.028089131,1Y
2015-03-12,USD-6ML,2017-03-16,0.031172356,2Y
2015-03-12,USD-6ML,2020-03-16,0.029725255,5Y
2015-03-12,USD-6ML,2025-03-17,0.032444364,10Y
2015-03-11,USD-Disc,2015-03-12,0.021306253,1D
2015-03-11,USD-Disc,2015-04-15,0.022510121,1M
2015-03-11,USD-Disc,2015-09-16,0.025221475,6M
2015-03-11,USD-Disc,2016-03-16,0.027285478,1Y
2015-03-11,USD-Disc,2017-03-15,0.030310621,2Y
2015-03-11,USD-Disc,2020-03-17,0.028371495,5Y
2015-03-11,USD-Disc,2025-03-17,0.031165521,10Y
2015-03-11,USD-3ML,2015-06-15,0.024207027,3M
2015-03-11,USD-3ML,2016-03-14,0.025758522,1Y
2015-03-11,USD-3ML,2017-03-13,0.027323608,2Y
2015-03-11,USD-3ML,2020-03-13,0.028308034,5Y
2015-03-11,USD-3ML,2025-03-13,0.029155909,10Y
2015-03-11,USD-6ML,2015-09-14,0.023054443,6M
2015-03-11,USD-6ML,2016-03-14,0.028992211,1Y
2015-03-11,USD-6ML,2017-03-13,0.031156434,2Y
2015-03-11,USD-6ML,2020-03-13,0.029890567,5Y
2015-03-11,USD-6ML,2025-03-13,0.031877546,10Y
2015-03-10,USD-Disc,2015-03-11,0.020973717,1D
2015-03-10,USD-Disc,2015-04-15,0.022003472,1M
2015-03-10,USD-Disc,2015-09-16,0.025551905,6M
2015-03-10,USD-Disc,2016-03-16,0.027407013,1Y
2015-03-10,USD-Disc,2017-03-15,0.030555704,2Y
2015-03-10,USD-Disc,2020-03-16,0.028338229,5Y
2015-03-10,USD-Disc,2025-03-14,0.031572385,10Y
2015-03-10,USD-3ML,2015-06-12,0.024382961,3M
2015-03-10,USD-3ML,2016-03-14,0.02599592,1Y
2015-03-10,USD-3ML,2017-03-13,0.027046455,2Y
2015-03-10,USD-3ML,2020-03-12,0.027856525,5Y
2015-03-10,USD-3ML,2025-03-12,0.029472671,10Y
2015-03-10,USD-6ML,2015-09-14,0.023191996,6M
2015-03-10,USD-6ML,2016-03-14,0.029493915,1Y
2015-03-10,USD-6ML,2017-03-13,0.030502449,2Y
2015-03-10,USD-6ML,2020-03-12,0.029354547,5Y
2015-03-10,USD-6ML,2025-03-12,0.031701376,10Y
2015-03-09,USD-Disc,2015-03-10,0.02109639,1D
2015-03-09,USD-Disc,2015-04-15,0.022357971,1M
2015-03-09,USD-Disc,2015-09-15,0.025302213,6M
2015-03-09,USD-Disc,2016-03-15,0.027252811,1Y
2015-03-09,USD-Disc,2017-03-15,0.030843404,2Y
2015-03-09,USD-Disc,2020-03-13,0.028606464,5Y
2015-03-09,USD-Disc,2025-03-13,0.031013332,10Y
2015-03-09,USD-3ML,2015-06-11,0.024179405,3M
2015-03-09,USD-3ML,2016-03-11,0.025690709,1Y
2015-03-09,USD-3ML,2017-03-13,0.026940533,2Y
2015-03-09,USD-3ML,2020-03-11,0.027506168,5Y
2015-03-09,USD-3ML,2025-03-11,0.030001749,10Y
2015-03-09,USD-6ML,2015-09-11,0.023452992,6M
2015-03-09,USD-6ML,2016-03-11,0.029336348,1Y
2015-03-09,USD-6ML,2017-03-13,0.030192561,2Y
2015-03-09,USD-6ML,2020-03-11,0.02883528,5Y
2015-03-09,USD-6ML,2025-03-11,0.032515063,10Y
2015-03-06,USD-Disc,2015-03-09,0.020661301,1D
2015-03-06,USD-Disc,2015-04-14,0.021963654,1M
2015-03-06,USD-Disc,2015-09-14,0.025305882,6M
2015-03-06,USD-Disc,2016-03-14,0.027709156,1Y
2015-03-06,USD-Disc,2017-03-14,0.030428418,2Y
2015-03-06,USD-Disc,2020-03-12,0.028746461,5Y
2015-03-06,USD-Disc,2025-03-12,0.030667902,10Y
2015-03-06,USD-3ML,2015-06-10,0.024128011,3M
2015-03-06,USD-3ML,2016-03-10,0.025445077,1Y
2015-03-06,USD-3ML,2017-03-10,0.026788265,2Y
2015-03-06,USD-3ML,2020-03-10,0.027884833,5Y
2015-03-06,USD-3ML,2025-03-10,0.030006167,10Y
2015-03-06,USD-6ML,2015-09-10,0.022994035,6M
2015-03-06,USD-6ML,2016-03-10,0.028924893,1Y
2015-03-06,USD-6ML,2017-03-10,0.030166737,2Y
2015-03-06,USD-6ML,2020-03-10,0.029063935,5Y
2015-03-06,USD-6ML,2025-03-10,0.032774341,10Y
2015-03-05,USD-Disc,2015-03-06,0.020587447,1D
2015-03-05,USD-Disc,2015-04-13,0.021673207,1M
2015-03-05,USD-Disc,2015-09-11,0.025446263,6M
2015-03-05,USD-Disc,2016-03-11,0.028013932,1Y
2015-03-05,USD-Disc,2017-03-13,0.030333138,2Y
2015-03-05,USD-Disc,2020-03-11,0.028842387,5Y
2015-03-05,USD-Disc,2025-03-12,0.030431455,10Y
2015-03-05,USD-3ML,2015-06-09,0.02369365,3M
2015-03-05,USD-3ML,2016-03-09,0.025498209,1Y
2015-03-05,USD-3ML,2017-03-09,0.027141219,2Y
2015-03-05,USD-3ML,2020-03-09,0.027459668,5Y
2015-03-05,USD-3ML,2025-03-10,0.029968999,10Y
2015-03-05,USD-6ML,2015-09-09,0.023249581,6M
2015-03-05,USD-6ML,2016-03-09,0.029052077,1Y
2015-03-05,USD-6ML,2017-03-09,0.030891534,2Y
2015-03-05,USD-6ML,2020-03-09,0.028623856,5Y
2015-03-05,USD-6ML,2025-03-10,0.032695362,10Y
2015-03-04,USD-Disc,2015-03-05,0.020689844,1D
2015-03-04,USD-Disc,2015-04-08,0.021474417,1M
2015-03-04,USD-Disc,2015-09-10,0.025402919,6M
2015-03-04,USD-Disc,2016-03-09,0.027898845,1Y
2015-03-04,USD-Disc,2017-03-08,0.030295855,2Y
2015-03-04,USD-Disc,2020-03-10,0.029028585,5Y
2015-03-04,USD-Disc,2025-03-10,0.030719813,10Y
2015-03-04,USD-3ML,2015-06-08,0.023982328,3M
2015-03-04,USD-3ML,2016-03-07,0.025640402,1Y
2015-03-04,USD-3ML,2017-03-06,0.027634198,2Y
2015-03-04,USD-3ML,2020-03-06,0.027320022,5Y
2015-03-04,USD-3ML,2025-03-06,0.030481412,10Y
2015-03-04,USD-6ML,2015-09-07,0.023604525,6M
2015-03-04,USD-6ML,2016-03-07,0.029648492,1Y
2015-03-04,USD-6ML,2017-03-06,0.031021626,2Y
2015-03-04,USD-6ML,2020-03-06,0.028918138,5Y
2015-03-04,USD-6ML,2025-03-06,0.032744685,10Y
2015-03-03,USD-Disc,2015-03-04,0.020468829,1D
2015-03-03,USD-Disc,2015-04-08,0.021183979,1M
2015-03-03,USD-Disc,2015-09-10,0.025389659,6M
2015-03-03,USD-Disc,2016-03-09,0.027743026,1Y
2015-03-03,USD-Disc,2017-03-08,0.030281929,2Y
2015-03-03,USD-Disc,2020-03-09,0.028980609,5Y
2015-03-03,USD-Disc,2025-03-07,0.030911046,10Y
2015-03-03,USD-3ML,2015-06-05,0.02439203,3M
2015-03-03,USD-3ML,2016-03-07,0.025305881,1Y
2015-03-03,USD-3ML,2017-03-06,0.027671303,2Y
2015-03-03,USD-3ML,2020-03-05,0.027034332,5Y
2015-03-03,USD-3ML,2025-03-05,0.030773364,10Y
2015-03-03,USD-6ML,2015-09-07,0.023114842,6M
2015-03-03,USD-6ML,2016-03-07,0.029009358,1Y
2015-03-03,USD-6ML,2017-03-06,0.030880723,2Y
2015-03-03,USD-6ML,2020-03-05,0.028550832,5Y
2015-03-03,USD-6ML,2025-03-05,0.033530052,10Y
2015-03-02,USD-Disc,2015-03-03,0.020112974,1D
2015-03-02,USD-Disc,2015-04-08,0.020895686,1M
2015-03-02,USD-Disc,2015-09-09,0.02544747,6M
2015-03-02,USD-Disc,2016-03-08,0.027852924,1Y
2015-03-02,USD-Disc,2017-03-08,0.030408223,2Y
2015-03-02,USD-Disc,2020-03-06,0.028604416,5Y
2015-03-02,USD-Disc,2025-03-06,0.030803797,10Y
2015-03-02,USD-3ML,2015-06-04,0.02413708,3M
2015-03-02,USD-3ML,2016-03-04,0.02541022,1Y
2015-03-02,USD-3ML,2017-03-06,0.028023737,2Y
2015-03-02,USD-3ML,2020-03-04,0.027488562,5Y
2015-03-02,USD-3ML,2025-03-04,0.030407335,10Y
2015-03-02,USD-6ML,2015-09-04,0.023259602,6M
2015-03-02,USD-6ML,2016-03-04,0.029389854,1Y
2015-03-02,USD-6ML,2017-03-06,0.031141783,2Y
2015-03-02,USD-6ML,2020-03-04,0.028765338,5Y
2015-03-02,USD-6ML,2025-03-04,0.033021656,10Y
2015-02-27,USD-Disc,2015-03-02,0.020556888,1D
2015-02-27,USD-Disc,2015-04-07,0.020771553,1M
2015-02-27,USD-Disc,2015-09-08,0.025637143,6M
2015-02-27,USD-Disc,2016-03-07,0.027995356,1Y
2015-02-27,USD-Disc,2017-03-07,0.030209442,2Y
2015-02-27,USD-Disc,2020-03-05,0.028484791,5Y
2015-02-27,USD-Disc,2025-03-05,0.031228188,10Y
2015-02-27,USD-3ML,2015-06-03,0.024101809,3M
2015-02-27,USD-3ML,2016-03-03,0.025736318,1Y
2015-02-27,USD-3ML,2017-03-03,0.027805449,2Y
2015-02-27,USD-3ML,2020-03-03,0.027094845,5Y
2015-02-27,USD-3ML,2025-03-03,0.030368395,10Y
2015-02-27,USD-6ML,2015-09-03,0.02334177,6M
2015-02-27,USD-6ML,2016-03-03,0.029452746,1Y
2015-02-27,USD-6ML,2017-03-03,0.030966333,2Y
2015-02-27,USD-6ML,2020-03-03,0.028258343,5Y
2015-02-27,USD-6ML,2025-03-03,0.033203718,10Y
2015-02-26,USD-Disc,2015-02-27,0.020547908,1D
2015-02-26,USD-Disc,2015-04-06,0.020720854,1M
2015-02-26,USD-Disc,2015-09-04,0.025483445,6M
2015-02-26,USD-Disc,2016-03-04,0.028307686,1Y
2015-02-26,USD-Disc,2017-03-06,0.029775895,2Y
2015-02-26,USD-Disc,2020-03-04,0.02887789,5Y
2015-02-26,USD-Disc,2025-03-05,0.031064947,10Y
2015-02-26,USD-3ML,2015-06-02,0.023849864,3M
2015-02-26,USD-3ML,2016-03-02,0.026215035,1Y
2015-02-26,USD-3ML,2017-03-02,0.028201451,2Y
2015-02-26,USD-3ML,2020-03-02,0.026738907,5Y
2015-02-26,USD-3ML,2025-03-03,0.030722507,10Y
2015-02-26,USD-6ML,2015-09-02,0.023096257,6M
2015-02-26,USD-6ML,2016-03-02,0.030008761,1Y
2015-02-26,USD-6ML,2017-03-02,0.031455156,2Y
2015-02-26,USD-6ML,2020-03-02,0.027411454,5Y
2015-02-26,USD-6ML,2025-03-03,0.034128928,10Y
2015-02-25,USD-Disc,2015-02-26,0.020292422,1D
2015-02-25,USD-Disc,2015-03-31,0.021246053,1M
2015-02-25,USD-Disc,2015-08-31,0.025554685,6M
2015-02-25,USD-Disc,2016-03-02,0.027925841,1Y
2015-02-25,USD-Disc,2017-03-01,0.029446515,2Y
2015-02-25,USD-Disc,2020-03-02,0.028499293,5Y
2015-02-25,USD-Disc,2025-03-03,0.03098939,10Y
2015-02-25,USD-3ML,2015-05-27,0.023823973,3M
2015-02-25,USD-3ML,2016-02-29,0.026783635,1Y
2015-02-25,USD-3ML,2017-02-27,0.027687339,2Y
2015-02-25,USD-3ML,2020-02-27,0.026331036,5Y
2015-02-25,USD-3ML,2025-02-27,0.031167583,10Y
2015-02-25,USD-6ML,2015-08-27,0.023011236,6M
2015-02-25,USD-6ML,2016-02-29,0.030321619,1Y
2015-02-25,USD-6ML,2017-02-27,0.031008252,2Y
2015-02-25,USD-6ML,2020-02-27,0.02663176,5Y
2015-02-25,USD-6ML,2025-02-27,0.034207155,10Y
2015-02-24,USD-Disc,2015-02-25,0.02035021,1D
2015-02-24,USD-Disc,2015-03-30,0.020917979,1M
2015-02-24,USD-Disc,2015-08-28,0.025175106,6M
2015-02-24,USD-Disc,2016-03-01,0.027668725,1Y
2015-02-24,USD-Disc,2017-03-01,0.029943316,2Y
2015-02-24,USD-Disc,2020-02-28,0.02872244,5Y
2015-02-24,USD-Disc,2025-02-28,0.030942581,10Y
2015-02-24,USD-3ML,2015-05-26,0.023495347,3M
2015-02-24,USD-3ML,2016-02-26,0.027238978,1Y
2015-02-24,USD-3ML,2017-02-27,0.027692541,2Y
2015-02-24,USD-3ML,2020-02-26,0.026193078,5Y
2015-02-24,USD-3ML,2025-02-26,0.030988394,10Y
2015-02-24,USD-6ML,2015-08-26,0.022846838,6M
2015-02-24,USD-6ML,2016-02-26,0.030538991,1Y
2015-02-24,USD-6ML,2017-02-27,0.03104423,2Y
2015-02-24,USD-6ML,2020-02-26,0.026203615,5Y
2015-02-24,USD-6ML,2025-02-26,0.034337061,10Y
2015-02-23,USD-Disc,2015-02-24,0.02054588,1D
2015-02-23,USD-Disc,2015-03-27,0.02112651,1M
2015-02-23,USD-Disc,2015-08-27,0.02561627,6M
2015-02-23,USD-Disc,2016-02-29,0.027249708,1Y
2015-02-23,USD-Disc,2017-03-01,0.029578011,2Y
2015-02-23,USD-Disc,2020-02-27,0.028477464,5Y
2015-02-23,USD-Disc,2025-02-27,0.031235432,10Y
2015-02-23,USD-3ML,2015-05-26,0.023908872,3M
2015-02-23,USD-3ML,2016-02-25,0.027253979,1Y
2015-02-23,USD-3ML,2017-02-27,0.027597908,2Y
2015-02-23,USD-3ML,2020-02-25,0.025869777,5Y
2015-02-23,USD-3ML,2025-02-25,0.030842629,10Y
2015-02-23,USD-6ML,2015-08-25,0.022893953,6M
2015-02-23,USD-6ML,2016-02-25,0.030259949,1Y
2015-02-23,USD-6ML,2017-02-27,0.030491127,2Y
2015-02-23,USD-6ML,2020-02-25,0.025564049,5Y
2015-02-23,USD-6ML,2025-02-25,0.034746049,10Y
2015-02-20,USD-Disc,2015-02-23,0.020058138,1D
2015-02-20,USD-Disc,2015-03-26,0.020947652,1M
2015-02-20,USD-Disc,2015-08-26,0.025196175,6M
2015-02-20,USD-Disc,2016-02-26,0.026922427,1Y
2015-02-20,USD-Disc,2017-02-28,0.029803553,2Y
2015-02-20,USD-Disc,2020-02-26,0.02864758,5Y
2015-02-20,USD-Disc,2025-02-26,0.030801085,10Y
2015-02-20,USD-3ML,2015-05-26,0.023615799,3M
2015-02-20,USD-3ML,2016-02-24,0.027185981,1Y
2015-02-20,USD-3ML,2017-02-24,0.027339798,2Y
2015-02-20,USD-3ML,2020-02-24,0.026238278,5Y
2015-02-20,USD-3ML,2025-02-24,0.031059344,10Y
2015-02-20,USD-6ML,2015-08-24,0.022474888,6M
2015-02-20,USD-6ML,2016-02-24,0.030069334,1Y
2015-02-20,USD-6ML,2017-02-24,0.030024947,2Y
2015-02-20,USD-6ML,2020-02-24,0.026042147,5Y
2015-02-20,USD-6ML,2025-02-24,0.034840661,10Y
2015-02-19,USD-Disc,2015-02-20,0.020027812,1D
2015-02-19,USD-Disc,2015-03-25,0.021247926,1M
2015-02-19,USD-Disc,2015-08-26,0.02551033,6M
2015-02-19,USD-Disc,2016-02-25,0.026648858,1Y
2015-02-19,USD-Disc,2017-02-27,0.029752581,2Y
2015-02-19,USD-Disc,2020-02-26,0.028889034,5Y
2015-02-19,USD-Disc,2025-02-26,0.030717712,10Y
2015-02-19,USD-3ML,2015-05-26,0.023634187,3M
2015-02-19,USD-3ML,2016-02-23,0.026822159,1Y
2015-02-19,USD-3ML,2017-02-23,0.027255463,2Y
2015-02-19,USD-3ML,2020-02-24,0.026703607,5Y
2015-02-19,USD-3ML,2025-02-24,0.03103196,10Y
2015-02-19,USD-6ML,2015-08-24,0.022884217,6M
2015-02-19,USD-6ML,2016-02-23,0.029702048,1Y
2015-02-19,USD-6ML,2017-02-23,0.029759552,2Y
2015-02-19,USD-6ML,2020-02-24,0.026697398,5Y
2015-02-19,USD-6ML,2025-02-24,0.034358362,10Y
2015-02-18,USD-Disc,2015-02-19,0.020323851,1D
2015-02-18,USD-Disc,2015-03-24,0.021514487,1M
2015-02-18,USD-Disc,2015-08-24,0.025609935,6M
2015-02-18,USD-Disc,2016-02-24,0.026370915,1Y
2015-02-18,USD-Disc,2017-02-23,0.029852873,2Y
2015-02-18,USD-Disc,2020-02-24,0.029101447,5Y
2015-02-18,USD-Disc,2025-02-24,0.030360533,10Y
2015-02-18,USD-3ML,2015-05-20,0.023935861,3M
2015-02-18,USD-3ML,2016-02-22,0.02675003,1Y
2015-02-18,USD-3ML,2017-02-21,0.027164111,2Y
2015-02-18,USD-3ML,2020-02-20,0.02704701,5Y
2015-02-18,USD-3ML,2025-02-20,0.030583234,10Y
2015-02-18,USD-6ML,2015-08-20,0.023287875,6M
2015-02-18,USD-6ML,2016-02-22,0.029144792,1Y
2015-02-18,USD-6ML,2017-02-21,0.029183127,2Y
2015-02-18,USD-6ML,2020-02-20,0.027165496,5Y
2015-02-18,USD-6ML,2025-02-20,0.034094906,10Y
2015-02-17,USD-Disc,2015-02-18,0.020698969,1D
2015-02-17,USD-Disc,2015-03-23,0.021016166,1M
2015-02-17,USD-Disc,2015-08-21,0.02605558,6M
2015-02-17,USD-Disc,2016-02-23,0.02668674,1Y
2015-02-17,USD-Disc,2017-02-23,0.030341091,2Y
2015-02-17,USD-Disc,2020-02-21,0.02901687,5Y
2015-02-17,USD-Disc,2025-02-21,0.030068321,10Y
2015-02-17,USD-3ML,2015-05-19,0.023815909,3M
2015-02-17,USD-3ML,2016-02-19,0.027217898,1Y
2015-02-17,USD-3ML,2017-02-21,0.027550694,2Y
2015-02-17,USD-3ML,2020-02-19,0.027150072,5Y
2015-02-17,USD-3ML,2025-02-19,0.030072409,10Y
2015-02-17,USD-6ML,2015-08-19,0.023673703,6M
2015-02-17,USD-6ML,2016-02-19,0.029506395,1Y
2015-02-17,USD-6ML,2017-02-21,0.029596631,2Y
2015-02-17,USD-6ML,2020-02-19,0.027617633,5Y
2015-02-17,USD-6ML,2025-02-19,0.033911701,10Y
2015-02-13,USD-Disc,2015-02-17,0.021179709,1D
2015-02-13,USD-Disc,2015-03-20,0.020615274,1M
2015-02-13,USD-Disc,2015-08-20,0.025559675,6M
2015-02-13,USD-Disc,2016-02-22,0.026652241,1Y
2015-02-13,USD-Disc,2017-02-23,0.030113236,2Y
2015-02-13,USD-Disc,2020-02-20,0.028803741,5Y
2015-02-13,USD-Disc,2025-02-20,0.030347937,10Y
2015-02-13,USD-3ML,2015-05-18,0.023782879,3M
2015-02-13,USD-3ML,2016-02-17,0.027607601,1Y
2015-02-13,USD-3ML,2017-02-17,0.027627698,2Y
2015-02-13,USD-3ML,2020-02-18,0.027328947,5Y
2015-02-13,USD-3ML,2025-02-18,0.029572228,10Y
2015-02-13,USD-6ML,2015-08-17,0.02392821,6M
2015-02-13,USD-6ML,2016-02-17,0.030363196,1Y
2015-02-13,USD-6ML,2017-02-17,0.029965675,2Y
2015-02-13,USD-6ML,2020-02-18,0.028169163,5Y
2015-02-13,USD-6ML,2025-02-18,0.032900204,10Y
2015-02-12,USD-Disc,2015-02-13,0.021123764,1D
2015-02-12,USD-Disc,2015-03-19,0.020924438,1M
2015-02-12,USD-Disc,2015-08-19,0.025084993,6M
2015-02-12,USD-Disc,2016-02-19,0.026600367,1Y
2015-02-12,USD-Disc,2017-02-22,0.03038669,2Y
2015-02-12,USD-Disc,2020-02-20,0.029187406,5Y
2015-02-12,USD-Disc,2025-02-20,0.030255405,10Y
2015-02-12,USD-3ML,2015-05-18,0.023629911,3M
2015-02-12,USD-3ML,2016-02-16,0.027867415,1Y
2015-02-12,USD-3ML,2017-02-16,0.027828413,2Y
2015-02-12,USD-3ML,2020-02-18,0.027668492,5Y
2015-02-12,USD-3ML,2025-02-18,0.02977173,10Y
2015-02-12,USD-6ML,2015-08-17,0.023756102,6M
2015-02-12,USD-6ML,2016-02-16,0.030747692,1Y
2015-02-12,USD-6ML,2017-02-16,0.0306414,2Y
2015-02-12,USD-6ML,2020-02-18,0.028371873,5Y
2015-02-12,USD-6ML,2025-02-18,0.032712336,10Y
2015-02-11,USD-Disc,2015-02-12,0.021470494,1D
2015-02-11,USD-Disc,2015-03-17,0.020941606,1M
2015-02-11,USD-Disc,2015-08-17,0.025537953,6M
2015-02-11,USD-Disc,2016-02-18,0.026253422,1Y
2015-02-11,USD-Disc,2017-02-15,0.030297801,2Y
2015-02-11,USD-Disc,2020-02-18,0.029284499,5Y
2015-02-11,USD-Disc,2025-02-18,0.030315287,10Y
2015-02-11,USD-3ML,2015-05-13,0.023757443,3M
2015-02-11,USD-3ML,2016-02-16,0.027860926,1Y
2015-02-11,USD-3ML,2017-02-13,0.027819076,2Y
2015-02-11,USD-3ML,2020-02-13,0.027637315,5Y
2015-02-11,USD-3ML,2025-02-13,0.029723943,10Y
2015-02-11,USD-6ML,2015-08-13,0.024190698,6M
2015-02-11,USD-6ML,2016-02-16,0.030228561,1Y
2015-02-11,USD-6ML,2017-02-13,0.030881141,2Y
2015-02-11,USD-6ML,2020-02-13,0.028440531,5Y
2015-02-11,USD-6ML,2025-02-13,0.032934563,10Y
2015-02-10,USD-Disc,2015-02-11,0.021023395,1D
2015-02-10,USD-Disc,2015-03-16,0.020493081,1M
2015-02-10,USD-Disc,2015-08-14,0.025475927,6M
2015-02-10,USD-Disc,2016-02-17,0.026164266,1Y
2015-02-10,USD-Disc,2017-02-15,0.030482293,2Y
2015-02-10,USD-Disc,2020-02-14,0.029364451,5Y
2015-02-10,USD-Disc,2025-02-14,0.030497594,10Y
2015-02-10,USD-3ML,2015-05-12,0.024112256,3M
2015-02-10,USD-3ML,2016-02-12,0.027778173,1Y
2015-02-10,USD-3ML,2017-02-13,0.027361555,2Y
2015-02-10,USD-3ML,2020-02-12,0.027211653,5Y
2015-02-10,USD-3ML,2025-02-12,0.029659055,10Y
2015-02-10,USD-6ML,2015-08-12,0.024439129,6M
2015-02-10,USD-6ML,2016-02-12,0.030770701,1Y
2015-02-10,USD-6ML,2017-02-13,0.030623463,2Y
2015-02-10,USD-6ML,2020-02-12,0.027562593,5Y
2015-02-10,USD-6ML,2025-02-12,0.03266465,10Y
2015-02-09,USD-Disc,2015-02-10,0.020563115,1D
2015-02-09,USD-Disc,2015-03-13,0.0207459,1M
2015-02-09,USD-Disc,2015-08-13,0.025924324,6M
2015-02-09,USD-Disc,2016-02-16,0.026578291,1Y
2015-02-09,USD-Disc,2017-02-15,0.03009579,2Y
2015-02-09,USD-Disc,2020-02-13,0.029769589,5Y
2015-02-09,USD-Disc,2025-02-13,0.030320535,10Y
2015-02-09,USD-3ML,2015-05-11,0.024507351,3M
2015-02-09,USD-3ML,2016-02-11,0.027762957,1Y
2015-02-09,USD-3ML,2017-02-13,0.027396772,2Y
2015-02-09,USD-3ML,2020-02-11,0.026867148,5Y
2015-02-09,USD-3ML,2025-02-11,0.029767024,10Y
2015-02-09,USD-6ML,2015-08-11,0.024325936,6M
2015-02-09,USD-6ML,2016-02-11,0.030812031,1Y
2015-02-09,USD-6ML,2017-02-13,0.03022563,2Y
2015-02-09,USD-6ML,2020-02-11,0.027257658,5Y
2015-02-09,USD-6ML,2025-02-11,0.032565446,10Y
2015-02-06,USD-Disc,2015-02-09,0.021018129,1D
2015-02-06,USD-Disc,2015-03-12,0.020857491,1M
2015-02-06,USD-Disc,2015-08-12,0.026352868,6M
2015-02-06,USD-Disc,2016-02-12,0.02700493,1Y
2015-02-06,USD-Disc,2017-02-14,0.03027387,2Y
2015-02-06,USD-Disc,2020-02-12,0.030074433,5Y
2015-02-06,USD-Disc,2025-02-12,0.030353206,10Y
2015-02-06,USD-3ML,2015-05-11,0.024700019,3M
